,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross,Gross_Binned,Low,Mid,High
745,Sabotage,(2014),"
Action, Crime, Drama            ",5.7,"
Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.","
    Director:
David Ayer
| 
    Stars:
Arnold Schwarzenegger, 
Sam Worthington, 
Terrence Howard, 
Olivia Williams
",61545.0,109.0,10.51,Low,1,0,0
746,Despicable Me 2,(2013),"
Animation, Adventure, Comedy            ",7.3,"
When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","
    Directors:
Pierre Coffin, 
Chris Renaud
| 
    Stars:
Steve Carell, 
Kristen Wiig, 
Benjamin Bratt, 
Miranda Cosgrove
",377936.0,98.0,368.06,High,0,0,1
749,Oz the Great and Powerful,(2013),"
Adventure, Family, Fantasy            ",6.3,"
A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.","
    Director:
Sam Raimi
| 
    Stars:
James Franco, 
Michelle Williams, 
Rachel Weisz, 
Mila Kunis
",201707.0,130.0,234.91,Mid,0,1,0
753,CHIPS,(2017),"
Action, Comedy, Crime            ",6.0,"
A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.","
    Director:
Dax Shepard
| 
    Stars:
Michael Peña, 
Dax Shepard, 
Vincent D'Onofrio, 
Rosa Salazar
",44487.0,100.0,18.6,Low,1,0,0
763,Taken 3,(2014),"
Action, Crime, Thriller            ",6.0,"
Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.","
    Director:
Olivier Megaton
| 
    Stars:
Liam Neeson, 
Forest Whitaker, 
Maggie Grace, 
Famke Janssen
",183595.0,108.0,89.26,Low,1,0,0
765,Out of the Furnace,(2013),"
Action, Crime, Drama            ",6.8,"
When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.","
    Director:
Scott Cooper
| 
    Stars:
Christian Bale, 
Casey Affleck, 
Zoe Saldana, 
Woody Harrelson
",110076.0,116.0,11.33,Low,1,0,0
767,Noah,(2014),"
Action, Adventure, Drama            ",5.7,"
Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.","
    Director:
Darren Aronofsky
| 
    Stars:
Russell Crowe, 
Jennifer Connelly, 
Anthony Hopkins, 
Emma Watson
",247033.0,138.0,101.2,Low,1,0,0
768,Takers,(2010),"
Action, Crime, Thriller            ",6.2,"
A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.","
    Director:
John Luessenhop
| 
    Stars:
Chris Brown, 
Hayden Christensen, 
Matt Dillon, 
Michael Ealy
",59882.0,107.0,57.74,Low,1,0,0
770,Lord of War,(2005),"
Action, Crime, Drama            ",7.6,"
An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.","
    Director:
Andrew Niccol
| 
    Stars:
Nicolas Cage, 
Ethan Hawke, 
Jared Leto, 
Bridget Moynahan
",300344.0,122.0,24.15,Low,1,0,0
771,Blue Jasmine,(2013),"
Comedy, Drama            ",7.3,"
A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...","
    Director:
Woody Allen
| 
    Stars:
Cate Blanchett, 
Alec Baldwin, 
Peter Sarsgaard, 
Sally Hawkins
",195580.0,98.0,33.41,Low,1,0,0
773,The Expendables 2,(2012),"
Action, Adventure, Thriller            ",6.6,"
Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.","
    Director:
Simon West
| 
    Stars:
Sylvester Stallone, 
Liam Hemsworth, 
Randy Couture, 
Jean-Claude Van Damme
",296948.0,103.0,85.02,Low,1,0,0
779,Conan the Barbarian,(2011),"
Action, Adventure, Fantasy            ",5.2,"
A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.","
    Director:
Marcus Nispel
| 
    Stars:
Jason Momoa, 
Ron Perlman, 
Rose McGowan, 
Stephen Lang
",96638.0,113.0,21.3,Low,1,0,0
783,Battle of Britain,(1969),"
Action, Drama, History            ",7.0,"
In 1940, the British Royal Air Force fights a desperate battle to prevent the Luftwaffe from gaining air superiority over the English Channel as a prelude to a possible Axis invasion of the U.K.","
    Director:
Guy Hamilton
| 
    Stars:
Michael Caine, 
Trevor Howard, 
Harry Andrews, 
Curd Jürgens
",21366.0,132.0,4.36,Low,1,0,0
789,Begin Again,(II) (2013),"
Comedy, Drama, Music            ",7.4,"
A chance encounter between a down-and-out music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.","
    Director:
John Carney
| 
    Stars:
Keira Knightley, 
Mark Ruffalo, 
Adam Levine, 
Hailee Steinfeld
",147794.0,104.0,16.17,Low,1,0,0
791,The Invitation,(I) (2015),"
Drama, Mystery, Thriller            ",6.6,"
A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.","
    Director:
Karyn Kusama
| 
    Stars:
Logan Marshall-Green, 
Emayatzy Corinealdi, 
Michiel Huisman, 
Tammy Blanchard
",100313.0,100.0,0.23,Low,1,0,0
793,Flashdance,(1983),"
Drama, Music, Romance            ",6.2,"
A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.","
    Director:
Adrian Lyne
| 
    Stars:
Jennifer Beals, 
Michael Nouri, 
Lilia Skala, 
Sunny Johnson
",49826.0,95.0,94.9,Low,1,0,0
794,Hummingbird,(I) (2013),"
Action, Crime, Drama            ",6.2,"
A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.","
    Director:
Steven Knight
| 
    Stars:
Jason Statham, 
Agata Buzek, 
Vicky McClure, 
Benedict Wong
",68546.0,100.0,0.03,Low,1,0,0
799,Paddington 2,(2017),"
Animation, Adventure, Comedy            ",7.8,"
Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.","
    Director:
Paul King
| 
    Stars:
Ben Whishaw, 
Hugh Grant, 
Hugh Bonneville, 
Sally Hawkins
",66462.0,103.0,40.44,Low,1,0,0
800,Gake no ue no Ponyo,(2008),"
Animation, Adventure, Comedy            ",7.7,"
A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.","
    Director:
Hayao Miyazaki
| 
    Stars:
Cate Blanchett, 
Matt Damon, 
Liam Neeson, 
Tomoko Yamaguchi
",131204.0,101.0,15.09,Low,1,0,0
801,Mechanic: Resurrection,(2016),"
Action, Adventure, Crime            ",5.7,"
Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.","
    Director:
Dennis Gansel
| 
    Stars:
Jason Statham, 
Jessica Alba, 
Tommy Lee Jones, 
Michelle Yeoh
",79668.0,98.0,21.22,Low,1,0,0
811,Scary Movie 5,(2013),"
Comedy            ",3.5,"
A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.","
    Directors:
Malcolm D. Lee, 
David Zucker
| 
    Stars:
Simon Rex, 
Ashley Tisdale, 
Charlie Sheen, 
Lindsay Lohan
",67762.0,88.0,32.02,Low,1,0,0
817,Kill Me Three Times,(2014),"
Action, Comedy, Crime            ",5.9,"
Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.","
    Director:
Kriv Stenders
| 
    Stars:
Simon Pegg, 
Teresa Palmer, 
Alice Braga, 
Luke Hemsworth
",22359.0,90.0,0.02,Low,1,0,0
818,Killers,(2010),"
Action, Comedy, Romance            ",5.5,"
A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.","
    Director:
Robert Luketic
| 
    Stars:
Katherine Heigl, 
Ashton Kutcher, 
Tom Selleck, 
Catherine O'Hara
",89080.0,100.0,47.06,Low,1,0,0
845,The Lorax,(2012),"
Animation, Adventure, Comedy            ",6.4,"
A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.","
    Directors:
Chris Renaud, 
Kyle Balda
| 
    Stars:
Zac Efron, 
Taylor Swift, 
Danny DeVito, 
Ed Helms
",103009.0,86.0,214.03,Mid,0,1,0
852,Alice Through the Looking Glass,(2016),"
Adventure, Family, Fantasy            ",6.2,"
Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.","
    Director:
James Bobin
| 
    Stars:
Mia Wasikowska, 
Johnny Depp, 
Helena Bonham Carter, 
Anne Hathaway
",98302.0,113.0,77.04,Low,1,0,0
854,Macbeth,(I) (2015),"
Drama, History, War            ",6.6,"
Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.","
    Director:
Justin Kurzel
| 
    Stars:
Michael Fassbender, 
Marion Cotillard, 
Jack Madigan, 
Frank Madigan
",54067.0,113.0,1.11,Low,1,0,0
860,The Infiltrator,(2016),"
Biography, Crime, Drama            ",7.0,"
A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.","
    Director:
Brad Furman
| 
    Stars:
Bryan Cranston, 
John Leguizamo, 
Diane Kruger, 
Amy Ryan
",70858.0,127.0,15.43,Low,1,0,0
864,Doom,(2005),"
Action, Horror, Sci-Fi            ",5.2,"
Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.","
    Director:
Andrzej Bartkowiak
| 
    Stars:
Karl Urban, 
Rosamund Pike, 
Dwayne Johnson, 
Deobia Oparei
",110028.0,105.0,28.21,Low,1,0,0
870,Kaze no tani no Naushika,(1984),"
Animation, Adventure, Fantasy            ",8.1,"
Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.","
    Director:
Hayao Miyazaki
| 
    Stars:
Sumi Shimamoto, 
Mahito Tsujimura, 
Hisako Kyôda, 
Gorô Naya
",157520.0,117.0,0.5,Low,1,0,0
871,The Last Stand,(2013),"
Action, Thriller            ",6.3,"
The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.","
    Director:
Jee-woon Kim
| 
    Stars:
Arnold Schwarzenegger, 
Forest Whitaker, 
Johnny Knoxville, 
Rodrigo Santoro
",135448.0,107.0,12.05,Low,1,0,0
872,De rouille et d'os,(2012),"
Drama, Romance            ",7.5,"
Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.","
    Director:
Jacques Audiard
| 
    Stars:
Marion Cotillard, 
Matthias Schoenaerts, 
Armand Verdure, 
Céline Sallette
",65455.0,120.0,2.06,Low,1,0,0
873,Young Guns II,(1990),"
Action, Western            ",6.5,"
In 1881, cattle baron John Chisum pays a bounty to Patrick Floyd Garrett to kill outlaw Billy the Kid.","
    Director:
Geoff Murphy
| 
    Stars:
Emilio Estevez, 
Kiefer Sutherland, 
Lou Diamond Phillips, 
Christian Slater
",33616.0,104.0,44.14,Low,1,0,0
876,Pan,(2015),"
Adventure, Comedy, Family            ",5.7,"
Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.","
    Director:
Joe Wright
| 
    Stars:
Levi Miller, 
Hugh Jackman, 
Garrett Hedlund, 
Rooney Mara
",61772.0,111.0,35.09,Low,1,0,0
884,The Iceman,(2012),"
Biography, Crime, Drama            ",6.8,"
The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters had any clue about his real profession.","
    Director:
Ariel Vromen
| 
    Stars:
Michael Shannon, 
Chris Evans, 
James Franco, 
Winona Ryder
",72326.0,106.0,1.94,Low,1,0,0
886,Hannibal Rising,(2007),"
Action, Adventure, Crime            ",6.2,"
After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death.","
    Director:
Peter Webber
| 
    Stars:
Gaspard Ulliel, 
Rhys Ifans, 
Gong Li, 
Aaran Thomas
",106197.0,121.0,27.67,Low,1,0,0
897,The Day the Earth Stood Still,(2008),"
Drama, Sci-Fi, Thriller            ",5.5,"
A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.","
    Director:
Scott Derrickson
| 
    Stars:
Keanu Reeves, 
Jennifer Connelly, 
Kathy Bates, 
Jaden Smith
",165900.0,104.0,79.37,Low,1,0,0
904,The Adventures of Sharkboy and Lavagirl 3-D,(2005),"
Action, Adventure, Comedy            ",3.7,"
A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.","
    Director:
Robert Rodriguez
| 
    Stars:
Cayden Boyd, 
George Lopez, 
Kristin Davis, 
David Arquette
",34853.0,93.0,39.18,Low,1,0,0
906,Taken 2,(2012),"
Action, Crime, Thriller            ",6.3,"
In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","
    Director:
Olivier Megaton
| 
    Stars:
Liam Neeson, 
Famke Janssen, 
Maggie Grace, 
Leland Orser
",295140.0,92.0,139.85,Low,1,0,0
909,The Ugly Truth,(2009),"
Comedy, Romance            ",6.4,"
An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.","
    Director:
Robert Luketic
| 
    Stars:
Katherine Heigl, 
Gerard Butler, 
Bree Turner, 
Eric Winter
",209052.0,96.0,88.92,Low,1,0,0
917,Sweet Virginia,(2017),"
Action, Drama, Thriller            ",6.2,"
A former rodeo champ befriends a young man with a propensity for violence.","
    Director:
Jamie M. Dagg
| 
    Stars:
Jon Bernthal, 
Christopher Abbott, 
Imogen Poots, 
Rosemarie DeWitt
",9324.0,93.0,0.01,Low,1,0,0
924,Deliver Us from Evil,(I) (2014),"
Action, Biography, Crime            ",6.2,"
New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","
    Director:
Scott Derrickson
| 
    Stars:
Eric Bana, 
Edgar Ramírez, 
Olivia Munn, 
Chris Coy
",73461.0,118.0,30.58,Low,1,0,0
930,The Human Centipede II (Full Sequence),(2011),"
Horror            ",3.8,"
Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.","
    Director:
Tom Six
| 
    Stars:
Laurence R. Harvey, 
Ashlynn Yennie, 
Maddi Black, 
Kandace Caine
",36912.0,91.0,0.12,Low,1,0,0
942,Dead Man Down,(2013),"
Action, Crime, Drama            ",6.5,"
In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.","
    Director:
Niels Arden Oplev
| 
    Stars:
Colin Farrell, 
Noomi Rapace, 
Dominic Cooper, 
Terrence Howard
",65672.0,118.0,10.88,Low,1,0,0
951,Step Up,(2006),"
Crime, Drama, Music            ",6.5,"
Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.","
    Director:
Anne Fletcher
| 
    Stars:
Channing Tatum, 
Jenna Dewan, 
Damaine Radcliff, 
De'Shawn Washington
",113232.0,104.0,65.33,Low,1,0,0
959,Child 44,(2015),"
Crime, Drama, History            ",6.5,"
A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.","
    Director:
Daniel Espinosa
| 
    Stars:
Tom Hardy, 
Gary Oldman, 
Noomi Rapace, 
Joel Kinnaman
",67925.0,137.0,1.21,Low,1,0,0
962,Berlin Syndrome,(2017),"
Drama, Horror, Mystery            ",6.3,"
A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.","
    Director:
Cate Shortland
| 
    Stars:
Teresa Palmer, 
Max Riemelt, 
Matthias Habich, 
Emma Bading
",23476.0,116.0,0.03,Low,1,0,0
963,Office Christmas Party,(2016),"
Comedy            ",5.9,"
When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...","
    Directors:
Josh Gordon, 
Will Speck
| 
    Stars:
Jason Bateman, 
Olivia Munn, 
T.J. Miller, 
Jennifer Aniston
",72433.0,105.0,54.77,Low,1,0,0
964,White Girl,(2016),"
Crime, Drama            ",5.7,"
Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.","
    Director:
Elizabeth Wood
| 
    Stars:
Morgan Saylor, 
Brian Marc, 
Justin Bartha, 
Adrian Martinez
",10127.0,88.0,0.2,Low,1,0,0
968,Mercury Rising,(1998),"
Action, Crime, Drama            ",6.1,"
Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.","
    Director:
Harold Becker
| 
    Stars:
Bruce Willis, 
Miko Hughes, 
Alec Baldwin, 
Chi McBride
",70935.0,111.0,32.94,Low,1,0,0
977,Suburbicon,(2017),"
Comedy, Crime, Drama            ",5.7,"
As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.","
    Director:
George Clooney
| 
    Stars:
Matt Damon, 
Julianne Moore, 
Oscar Isaac, 
Noah Jupe
",41867.0,105.0,5.78,Low,1,0,0
989,Better Watch Out,(II) (2016),"
Comedy, Horror, Thriller            ",6.5,"
On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.","
    Director:
Chris Peckover
| 
    Stars:
Olivia DeJonge, 
Levi Miller, 
Ed Oxenbould, 
Aleks Mikic
",33703.0,89.0,0.02,Low,1,0,0
990,Safe,(I) (2012),"
Action, Crime, Thriller            ",6.5,"
Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.","
    Director:
Boaz Yakin
| 
    Stars:
Jason Statham, 
Catherine Chan, 
Chris Sarandon, 
Robert John Burke
",106164.0,94.0,17.14,Low,1,0,0
992,Killerman,(2019),"
Action, Crime, Thriller            ",5.4,"
Two NYC money launderers make a quick drug deal. Things go wrong, as dirty cops are involved. One of the friends gets amnesia during their escape with the drugs and money.","
    Director:
Malik Bader
| 
    Stars:
Liam Hemsworth, 
Emory Cohen, 
Diane Guerrero, 
Zlatko Buric
",4495.0,112.0,0.28,Low,1,0,0
994,The Devil's Own,(1997),"
Action, Crime, Drama            ",6.2,"
A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.","
    Director:
Alan J. Pakula
| 
    Stars:
Harrison Ford, 
Brad Pitt, 
Margaret Colin, 
Rubén Blades
",62161.0,111.0,42.87,Low,1,0,0
995,Kaze tachinu,(2013),"
Animation, Biography, Drama            ",7.8,"
A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","
    Director:
Hayao Miyazaki
| 
    Stars:
Hideaki Anno, 
Hidetoshi Nishijima, 
Miori Takimoto, 
Masahiko Nishimura
",77732.0,126.0,5.21,Low,1,0,0
1003,Super Dark Times,(2017),"
Crime, Drama, Horror            ",6.6,"
Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.","
    Director:
Kevin Phillips
| 
    Stars:
Owen Campbell, 
Charlie Tahan, 
Elizabeth Cappuccino, 
Amy Hargreaves
",20965.0,103.0,0.03,Low,1,0,0
1005,Zwartboek,(2006),"
Drama, Thriller, War            ",7.7,"
In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","
    Director:
Paul Verhoeven
| 
    Stars:
Carice van Houten, 
Sebastian Koch, 
Thom Hoffman, 
Halina Reijn
",74139.0,145.0,4.4,Low,1,0,0
1012,"See No Evil, Hear No Evil",(1989),"
Comedy, Crime            ",6.9,"
Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening.","
    Director:
Arthur Hiller
| 
    Stars:
Richard Pryor, 
Gene Wilder, 
Joan Severance, 
Kevin Spacey
",51788.0,103.0,46.91,Low,1,0,0
1017,Beasts of No Nation,(2015),"
Drama, War            ",7.7,"
A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","
    Director:
Cary Joji Fukunaga
| 
    Stars:
Abraham Attah, 
Emmanuel Affadzi, 
Ricky Adelayitor, 
Andrew Adote
",76530.0,137.0,0.08,Low,1,0,0
1028,Isn't It Romantic,(2019),"
Comedy, Fantasy, Musical            ",5.9,"
A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.","
    Director:
Todd Strauss-Schulson
| 
    Stars:
Rebel Wilson, 
Liam Hemsworth, 
Adam Devine, 
Priyanka Chopra Jonas
",65584.0,89.0,48.79,Low,1,0,0
1042,The Ghost Writer,(2010),"
Crime, Drama, Mystery            ",7.2,"
A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy.","
    Director:
Roman Polanski
| 
    Stars:
Ewan McGregor, 
Pierce Brosnan, 
Olivia Williams, 
Jon Bernthal
",159090.0,128.0,15.54,Low,1,0,0
1082,Valley of the Dolls,(1967),"
Drama, Music, Romance            ",6.0,"
Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.","
    Director:
Mark Robson
| 
    Stars:
Barbara Parkins, 
Patty Duke, 
Paul Burke, 
Sharon Tate
",7900.0,123.0,44.43,Low,1,0,0
1084,The Shack,(I) (2017),"
Drama, Fantasy            ",6.3,"
A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""","
    Director:
Stuart Hazeldine
| 
    Stars:
Sam Worthington, 
Octavia Spencer, 
Tim McGraw, 
Radha Mitchell
",31775.0,132.0,57.39,Low,1,0,0
1088,Maggie,(I) (2015),"
Drama, Horror, Sci-Fi            ",5.6,"
A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.","
    Director:
Henry Hobson
| 
    Stars:
Arnold Schwarzenegger, 
Abigail Breslin, 
Joely Richardson, 
Laura Cayouette
",42895.0,95.0,0.19,Low,1,0,0
1089,Broken City,(2013),"
Action, Crime, Drama            ",6.2,"
In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler.","
    Director:
Allen Hughes
| 
    Stars:
Mark Wahlberg, 
Russell Crowe, 
Catherine Zeta-Jones, 
Jeffrey Wright
",77749.0,109.0,19.7,Low,1,0,0
1092,Step Up 2: The Streets,(2008),"
Drama, Music, Romance            ",6.2,"
Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.","
    Director:
Jon M. Chu
| 
    Stars:
Robert Hoffman, 
Briana Evigan, 
Cassie Ventura, 
Adam Sevani
",82792.0,98.0,58.02,Low,1,0,0
1098,Contraband,(2012),"
Action, Crime, Drama            ",6.4,"
To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.","
    Director:
Baltasar Kormákur
| 
    Stars:
Mark Wahlberg, 
Giovanni Ribisi, 
Kate Beckinsale, 
Robert Wahlberg
",119261.0,109.0,66.53,Low,1,0,0
1099,The Client,(1994),"
Crime, Drama, Mystery            ",6.7,"
A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.","
    Director:
Joel Schumacher
| 
    Stars:
Susan Sarandon, 
Tommy Lee Jones, 
Brad Renfro, 
Mary-Louise Parker
",62748.0,119.0,92.12,Low,1,0,0
1100,Mirror Mirror,(I) (2012),"
Adventure, Comedy, Drama            ",5.6,"
An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.","
    Director:
Tarsem Singh
| 
    Stars:
Lily Collins, 
Julia Roberts, 
Armie Hammer, 
Nathan Lane
",85615.0,106.0,64.94,Low,1,0,0
1111,I Spit on Your Grave 2,(2013),"
Horror, Thriller            ",5.7,"
When Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge.","
    Director:
Steven R. Monroe
| 
    Stars:
Jemma Dallender, 
Joe Absolom, 
Yavor Baharov, 
George Zlatarev
",28118.0,106.0,0.0,Low,1,0,0
1114,The Great Gatsby,(1974),"
Drama, Romance            ",6.4,"
A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.","
    Director:
Jack Clayton
| 
    Stars:
Robert Redford, 
Mia Farrow, 
Bruce Dern, 
Karen Black
",24087.0,144.0,6.74,Low,1,0,0
1118,Thelma,(2017),"
Drama, Fantasy, Horror            ",7.0,"
A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.","
    Director:
Joachim Trier
| 
    Stars:
Eili Harboe, 
Kaya Wilkins, 
Henrik Rafaelsen, 
Ellen Dorrit Petersen
",28282.0,116.0,0.15,Low,1,0,0
1119,Step Up 3D,(2010),"
Drama, Music, Romance            ",6.2,"
A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.","
    Director:
Jon M. Chu
| 
    Stars:
Sharni Vinson, 
Rick Malambri, 
Adam Sevani, 
Alyson Stoner
",56610.0,107.0,42.4,Low,1,0,0
1125,Triple Threat,(2019),"
Action, Thriller            ",5.6,"
When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her.","
    Director:
Jesse V. Johnson
| 
    Stars:
Tony Jaa, 
Tiger Hu Chen, 
Iko Uwais, 
Scott Adkins
",10345.0,96.0,0.08,Low,1,0,0
1144,Kari-gurashi no Arietti,(2010),"
Animation, Adventure, Family            ",7.6,"
The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.","
    Director:
Hiromasa Yonebayashi
| 
    Stars:
Amy Poehler, 
Will Arnett, 
Mirai Shida, 
Ryûnosuke Kamiki
",84951.0,94.0,19.2,Low,1,0,0
1161,Step Up Revolution,(2012),"
Drama, Music, Romance            ",6.4,"
Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.","
    Director:
Scott Speer
| 
    Stars:
Kathryn McCormick, 
Ryan Guzman, 
Cleopatra Coleman, 
Misha Gabriel Hamilton
",54763.0,99.0,35.07,Low,1,0,0
1196,Cloudy with a Chance of Meatballs 2,(2013),"
Animation, Adventure, Comedy            ",6.4,"
Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.","
    Directors:
Cody Cameron, 
Kris Pearn
| 
    Stars:
Bill Hader, 
Anna Faris, 
Will Forte, 
Neil Patrick Harris
",94660.0,95.0,119.79,Low,1,0,0
1204,Brooklyn's Finest,(2009),"
Action, Crime, Drama            ",6.7,"
Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.","
    Director:
Antoine Fuqua
| 
    Stars:
Richard Gere, 
Don Cheadle, 
Ethan Hawke, 
Wesley Snipes
",61994.0,132.0,27.15,Low,1,0,0
